192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,24
192.168.4.0/24,A,2,24
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,25
192.168.4.0/24,A,2,25
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
192.168.2.0/24,-,1,26
192.168.4.0/24,A,2,26
